cgpa,backlogs,certifications,aptitude,coding,communication,projects,hackathon,resume,branch,placement_readiness,company_fit
8.13,0,9,97,49,64,6,1,6,0,1,Tier 1
9.63,4,1,75,57,47,4,1,8,4,1,Tier 1
5.1,3,3,88,83,94,2,1,10,2,0,Not Eligible
7.38,4,1,87,47,53,7,1,6,2,1,Tier 2
8.44,0,1,90,98,82,5,1,6,1,1,Tier 1
8.61,2,2,62,65,70,4,1,6,3,1,Tier 1
8.46,3,4,98,42,63,2,0,4,4,1,Tier 1
5.67,1,3,82,98,55,0,0,3,3,0,Not Eligible
6.5,0,1,46,91,59,1,0,1,4,0,Not Eligible
6.79,1,9,66,63,77,0,0,2,0,0,Not Eligible
9.02,2,1,52,42,86,4,0,2,3,1,Tier 1
6.39,1,5,90,77,54,2,1,10,5,0,Not Eligible
6.05,0,6,56,41,53,1,1,7,5,0,Not Eligible
9.79,0,9,71,74,92,3,0,6,5,1,Tier 1
5.04,2,5,65,56,51,1,1,8,2,0,Not Eligible
9.99,0,6,96,48,73,1,0,9,1,1,Tier 1
8.38,2,0,99,75,47,7,1,5,4,1,Tier 1
9.14,2,5,61,61,58,4,1,3,1,1,Tier 1
6.47,0,2,52,70,85,6,0,4,4,0,Not Eligible
5.07,4,0,51,94,44,0,0,8,5,0,Not Eligible
8.69,2,7,46,73,95,0,0,3,2,1,Tier 1
9.17,0,3,40,63,66,7,1,2,2,1,Tier 1
8.7,4,9,72,99,80,3,0,7,2,1,Tier 1
5.71,2,7,91,48,52,4,1,4,2,0,Not Eligible
8.77,4,9,94,85,71,1,1,8,2,1,Tier 1
8.84,3,3,53,97,70,6,1,1,5,1,Tier 1
8.29,3,3,98,82,80,5,1,8,1,1,Tier 1
8.83,4,9,86,41,85,0,0,5,0,1,Tier 1
9.23,2,3,82,60,76,0,0,2,3,1,Tier 1
8.07,0,5,95,73,41,2,0,1,1,1,Tier 1
5.44,1,8,97,66,46,1,0,6,5,0,Not Eligible
7.44,0,4,80,76,87,4,1,9,3,1,Tier 2
5.39,1,9,56,46,50,0,0,9,0,0,Not Eligible
7.04,1,7,43,61,50,7,0,9,4,1,Tier 2
7.04,2,7,91,43,62,6,0,4,0,1,Tier 2
5.33,4,3,90,53,70,7,0,6,0,0,Not Eligible
6.74,0,9,78,73,83,7,1,10,5,0,Not Eligible
5.55,4,8,40,62,84,7,1,6,4,0,Not Eligible
9.04,3,8,80,83,47,4,1,5,3,1,Tier 1
9.74,2,4,84,81,95,1,1,2,2,1,Tier 1
5.36,2,5,63,64,71,7,0,7,4,0,Not Eligible
9.78,3,4,73,40,87,1,1,1,4,1,Tier 1
7.61,0,2,73,90,60,0,0,6,0,1,Tier 2
6.5,3,7,63,94,70,3,0,5,4,0,Not Eligible
5.38,0,8,98,87,40,4,0,5,1,0,Not Eligible
7.5,1,3,54,54,52,7,0,8,2,1,Tier 2
8.97,2,8,56,71,50,7,1,9,0,1,Tier 1
8.54,0,8,52,53,68,4,1,7,3,1,Tier 1
5.25,4,6,46,80,43,2,0,10,3,0,Not Eligible
5.36,4,7,48,60,75,6,1,8,3,0,Not Eligible
7.01,2,2,83,94,54,1,1,2,3,1,Tier 2
6.48,3,4,74,86,98,1,0,2,3,0,Not Eligible
6.16,3,2,62,97,42,0,0,8,0,0,Not Eligible
6.41,0,6,93,46,95,0,1,6,1,0,Not Eligible
9.02,3,5,86,75,90,0,0,8,1,1,Tier 1
9.65,2,2,78,60,68,2,1,9,3,1,Tier 1
7.03,0,8,62,89,60,6,0,9,1,1,Tier 2
9.53,1,0,65,79,41,7,0,6,2,1,Tier 1
6.61,3,9,40,51,45,3,0,8,1,0,Not Eligible
7.38,3,2,53,54,70,0,0,2,4,1,Tier 2
6.13,0,9,71,54,93,0,1,8,3,0,Not Eligible
8.2,4,6,90,56,63,5,1,3,4,1,Tier 1
9.89,3,2,87,73,79,6,1,1,4,1,Tier 1
8.02,2,2,49,83,56,0,1,7,3,1,Tier 1
6.79,3,1,40,74,44,2,0,1,5,0,Not Eligible
8.24,1,8,44,78,41,4,0,1,0,1,Tier 1
5.61,3,3,42,77,97,3,1,1,5,0,Not Eligible
9.44,4,9,88,53,51,4,1,4,1,1,Tier 1
7.52,3,5,89,94,44,7,1,4,5,1,Tier 2
7.25,0,1,97,98,81,5,1,10,2,1,Tier 2
7.93,3,8,92,44,99,1,1,6,5,1,Tier 2
8.12,4,6,66,69,80,1,0,10,5,1,Tier 1
5.36,0,9,90,43,59,0,1,3,0,0,Not Eligible
8.41,2,4,93,54,47,5,1,10,2,1,Tier 1
6.21,0,6,96,78,40,4,0,6,5,0,Not Eligible
8.57,1,3,61,74,95,2,0,7,3,1,Tier 1
9.11,0,9,57,84,45,3,1,1,1,1,Tier 1
9.02,2,6,55,49,95,6,1,6,5,1,Tier 1
7.76,3,1,41,94,93,4,1,10,0,1,Tier 2
7.6,0,6,86,41,50,5,0,1,3,1,Tier 2
5.71,0,3,52,83,42,7,1,7,0,0,Not Eligible
8.88,0,3,84,99,70,5,1,10,4,1,Tier 1
6.36,0,0,55,63,67,6,0,5,5,0,Not Eligible
7.48,2,2,47,67,86,4,0,10,1,1,Tier 2
6.42,4,4,82,61,82,7,0,4,1,0,Not Eligible
5.67,4,4,47,83,95,3,0,1,3,0,Not Eligible
8.15,0,1,93,71,44,4,1,9,3,1,Tier 1
5.27,2,3,49,70,99,4,0,7,3,0,Not Eligible
8.74,2,0,94,58,65,3,0,2,1,1,Tier 1
6.59,0,8,72,90,55,2,0,4,5,0,Not Eligible
5.0,1,0,70,60,92,6,1,4,4,0,Not Eligible
7.56,0,5,51,42,70,5,0,8,1,1,Tier 2
5.23,1,6,48,45,67,3,1,2,3,0,Not Eligible
6.38,0,2,76,71,46,0,0,5,2,0,Not Eligible
8.53,1,0,48,41,77,0,1,10,5,1,Tier 1
5.31,1,6,87,63,48,0,1,8,4,0,Not Eligible
9.2,0,2,57,84,78,0,1,6,1,1,Tier 1
5.02,1,9,69,98,74,7,0,4,2,0,Not Eligible
6.23,3,5,71,99,82,6,1,5,5,0,Not Eligible
8.7,4,5,79,66,66,1,0,2,4,1,Tier 1
6.58,2,3,62,48,51,2,0,5,1,0,Not Eligible
5.51,1,5,50,52,92,1,1,3,5,0,Not Eligible
6.8,1,9,59,94,64,4,0,3,5,0,Not Eligible
6.35,2,3,58,53,82,4,1,7,3,0,Not Eligible
9.21,1,7,75,90,68,3,0,3,1,1,Tier 1
6.57,2,8,91,50,70,0,1,4,5,0,Not Eligible
8.94,0,1,65,53,97,7,0,7,4,1,Tier 1
9.46,3,6,49,55,73,7,1,3,3,1,Tier 1
7.17,3,8,63,49,72,3,0,10,5,1,Tier 2
9.55,4,8,52,59,66,4,0,10,0,1,Tier 1
6.89,1,4,91,55,95,0,1,2,2,0,Not Eligible
9.82,4,0,85,99,95,6,0,10,5,1,Tier 1
5.45,0,5,92,97,41,5,0,7,3,0,Not Eligible
8.44,3,7,73,73,53,2,1,5,3,1,Tier 1
7.47,0,0,68,96,52,4,1,1,4,1,Tier 2
6.94,0,1,75,55,63,5,1,10,5,0,Not Eligible
8.16,1,0,46,53,44,3,1,8,5,1,Tier 1
8.52,0,4,90,92,73,5,1,3,4,1,Tier 1
5.02,3,1,69,67,94,3,0,7,2,0,Not Eligible
5.83,4,9,56,57,62,4,1,6,4,0,Not Eligible
8.57,3,9,87,65,58,1,0,10,3,1,Tier 1
8.33,1,3,52,77,69,7,0,6,2,1,Tier 1
9.83,3,0,95,46,88,6,0,8,2,1,Tier 1
8.81,2,6,63,84,82,6,0,4,1,1,Tier 1
9.75,4,7,93,73,55,7,0,4,3,1,Tier 1
8.51,2,4,94,86,91,2,1,3,3,1,Tier 1
6.49,2,1,70,88,89,6,1,1,4,0,Not Eligible
5.53,1,7,97,84,91,5,1,10,3,0,Not Eligible
8.91,0,0,66,46,79,6,1,3,5,1,Tier 1
8.22,2,6,89,72,73,5,1,1,4,1,Tier 1
5.24,3,0,60,74,88,4,1,6,3,0,Not Eligible
6.8,0,5,83,91,50,6,0,8,5,0,Not Eligible
9.78,3,5,94,89,53,4,1,3,1,1,Tier 1
7.5,3,4,96,78,87,6,1,4,3,1,Tier 2
7.16,0,1,40,60,86,7,1,5,1,1,Tier 2
7.29,0,1,54,88,54,3,1,7,3,1,Tier 2
6.04,3,8,42,67,74,0,1,6,3,0,Not Eligible
6.84,1,4,45,71,97,0,0,2,0,0,Not Eligible
6.85,4,4,53,83,46,0,0,7,5,0,Not Eligible
5.26,4,6,94,55,68,3,0,8,3,0,Not Eligible
8.84,1,5,77,95,83,0,1,1,1,1,Tier 1
7.08,0,1,72,49,93,7,1,6,2,1,Tier 2
9.11,3,0,91,62,61,4,1,9,1,1,Tier 1
9.25,4,4,77,87,62,1,0,7,5,1,Tier 1
6.06,3,3,47,91,63,1,0,5,3,0,Not Eligible
8.29,1,2,65,89,74,6,1,10,4,1,Tier 1
7.36,3,1,54,54,90,1,1,10,0,1,Tier 2
9.4,1,9,53,94,49,0,0,9,4,1,Tier 1
6.08,0,1,87,82,47,1,0,2,0,0,Not Eligible
8.39,1,3,59,89,87,5,0,7,0,1,Tier 1
8.04,1,1,94,45,87,0,1,9,4,1,Tier 1
6.48,4,3,87,72,51,5,0,2,5,0,Not Eligible
5.68,3,2,98,94,68,4,1,10,3,0,Not Eligible
8.26,4,8,58,78,68,5,1,6,1,1,Tier 1
8.69,2,6,95,51,62,4,1,9,4,1,Tier 1
6.58,1,2,72,91,65,3,0,3,2,0,Not Eligible
8.22,2,7,75,75,76,3,0,8,0,1,Tier 1
6.98,4,8,63,70,71,6,0,5,1,0,Not Eligible
8.57,3,6,49,49,91,5,0,7,2,1,Tier 1
6.0,4,5,91,92,77,2,1,3,1,0,Not Eligible
9.45,3,3,89,73,96,4,1,8,3,1,Tier 1
6.44,3,4,73,80,45,7,1,2,2,0,Not Eligible
6.84,0,7,75,49,47,0,1,8,5,0,Not Eligible
5.29,1,2,86,91,56,2,0,2,5,0,Not Eligible
5.56,4,1,75,50,51,4,1,7,4,0,Not Eligible
7.58,3,2,55,96,61,0,0,2,1,1,Tier 2
6.34,4,6,54,53,53,4,1,7,5,0,Not Eligible
9.18,4,7,57,42,73,4,0,1,5,1,Tier 1
5.07,3,0,46,96,58,7,1,6,4,0,Not Eligible
6.9,2,6,86,72,45,0,1,10,4,0,Not Eligible
6.69,1,8,61,46,57,4,0,7,5,0,Not Eligible
5.1,1,2,71,43,75,7,1,4,1,0,Not Eligible
5.62,0,2,82,78,93,4,0,1,1,0,Not Eligible
7.07,0,7,58,87,76,4,1,6,0,1,Tier 2
7.46,0,3,79,49,77,6,0,4,0,1,Tier 2
7.02,1,7,95,54,54,3,0,3,2,1,Tier 2
7.65,2,4,40,55,77,1,0,4,2,1,Tier 2
7.98,1,2,74,77,79,4,0,6,2,1,Tier 2
5.05,1,3,44,43,48,6,1,5,0,0,Not Eligible
7.32,1,3,89,43,92,7,0,2,4,1,Tier 2
9.82,1,7,51,95,93,0,0,2,5,1,Tier 1
7.6,2,5,51,94,45,5,0,3,3,1,Tier 2
8.39,0,6,60,75,93,4,0,6,3,1,Tier 1
6.56,4,8,98,66,41,6,1,1,5,0,Not Eligible
8.87,0,5,97,61,55,3,0,7,1,1,Tier 1
8.86,0,2,58,61,91,6,1,8,0,1,Tier 1
7.61,4,2,48,56,40,3,1,7,1,1,Tier 2
9.88,1,2,82,84,69,5,0,3,3,1,Tier 1
5.63,2,9,88,73,99,4,0,6,1,0,Not Eligible
5.08,2,1,87,71,87,2,0,4,0,0,Not Eligible
8.85,0,0,75,91,72,5,0,5,0,1,Tier 1
9.04,4,9,81,45,40,1,1,3,0,1,Tier 1
5.6,3,0,93,93,78,0,1,5,3,0,Not Eligible
6.33,1,3,86,72,55,6,0,6,0,0,Not Eligible
5.09,0,2,96,47,56,0,0,8,2,0,Not Eligible
6.47,2,4,90,89,87,0,1,6,2,0,Not Eligible
8.87,4,8,71,92,87,7,1,9,5,1,Tier 1
7.59,4,7,74,75,77,7,0,10,0,1,Tier 2
6.74,0,8,70,44,57,0,0,10,2,0,Not Eligible
6.86,3,4,99,44,61,3,0,10,0,0,Not Eligible
5.01,2,7,92,86,61,6,0,10,3,0,Not Eligible
6.5,0,3,94,49,99,7,0,4,2,0,Not Eligible
8.23,3,4,71,79,98,1,0,2,3,1,Tier 1
9.87,4,2,76,97,74,4,1,9,2,1,Tier 1
9.24,1,4,71,46,70,4,1,3,4,1,Tier 1
5.12,2,2,82,51,79,2,1,7,4,0,Not Eligible
9.49,2,4,95,69,66,4,1,4,5,1,Tier 1
8.92,3,4,76,64,75,7,0,1,5,1,Tier 1
8.9,0,5,78,67,94,1,0,8,5,1,Tier 1
7.29,4,8,77,82,43,4,1,4,3,1,Tier 2
6.99,3,0,69,52,88,3,0,6,2,0,Not Eligible
6.51,1,9,97,86,93,5,0,7,4,0,Not Eligible
5.33,1,5,71,88,44,4,0,8,0,0,Not Eligible
6.14,1,0,84,61,64,0,1,10,1,0,Not Eligible
6.23,3,5,41,93,70,0,1,2,4,0,Not Eligible
7.42,4,1,90,57,53,5,1,9,4,1,Tier 2
8.74,2,7,50,66,69,0,1,10,0,1,Tier 1
7.37,0,2,98,47,86,0,1,3,4,1,Tier 2
5.29,2,9,59,45,96,3,1,1,4,0,Not Eligible
9.79,4,5,76,50,51,3,1,2,4,1,Tier 1
9.71,2,5,48,68,66,3,0,8,5,1,Tier 1
8.93,3,3,77,97,84,7,1,10,5,1,Tier 1
9.96,1,4,88,80,63,4,0,6,2,1,Tier 1
7.72,4,1,58,97,94,5,0,1,5,1,Tier 2
9.81,4,9,94,44,69,0,1,9,4,1,Tier 1
5.38,2,9,79,46,57,2,0,7,1,0,Not Eligible
6.83,3,7,46,61,53,5,0,10,5,0,Not Eligible
6.13,2,9,44,98,95,2,1,3,2,0,Not Eligible
5.98,2,6,86,86,58,0,0,7,2,0,Not Eligible
5.7,4,9,81,92,61,1,1,6,3,0,Not Eligible
8.11,2,5,63,93,65,5,0,3,4,1,Tier 1
8.91,1,6,87,43,46,7,0,8,1,1,Tier 1
7.89,2,0,80,71,67,4,0,1,1,1,Tier 2
5.73,1,4,46,58,77,2,0,5,3,0,Not Eligible
9.06,4,6,50,84,44,5,1,8,1,1,Tier 1
8.18,3,0,48,72,75,5,1,3,2,1,Tier 1
6.94,1,1,88,40,57,3,1,10,0,0,Not Eligible
8.37,3,8,69,93,96,1,0,6,2,1,Tier 1
6.3,3,2,80,85,53,3,0,10,5,0,Not Eligible
6.73,1,5,42,80,87,1,0,2,0,0,Not Eligible
9.59,4,6,61,95,62,1,0,9,1,1,Tier 1
6.45,0,8,79,83,94,4,1,2,4,0,Not Eligible
7.35,3,4,90,89,91,5,0,5,0,1,Tier 2
9.45,3,3,59,80,53,3,1,3,2,1,Tier 1
8.54,4,1,71,47,71,7,0,10,2,1,Tier 1
5.31,4,2,87,71,44,3,0,9,5,0,Not Eligible
5.74,2,4,46,69,61,2,1,9,2,0,Not Eligible
5.04,4,1,99,85,67,5,1,7,5,0,Not Eligible
8.15,3,3,46,67,82,0,1,10,2,1,Tier 1
7.24,1,0,59,80,51,0,1,5,3,1,Tier 2
5.67,0,3,64,91,57,2,0,9,1,0,Not Eligible
9.79,2,6,84,71,75,1,1,7,4,1,Tier 1
7.65,1,2,74,64,70,7,1,2,5,1,Tier 2
6.21,0,9,83,73,52,2,0,10,3,0,Not Eligible
7.5,0,7,63,72,59,2,0,1,1,1,Tier 2
8.4,0,5,79,52,99,3,0,10,5,1,Tier 1
5.38,1,5,52,64,84,2,0,10,0,0,Not Eligible
6.37,2,0,91,81,75,6,1,4,3,0,Not Eligible
9.03,2,4,87,79,94,7,1,10,5,1,Tier 1
7.3,0,2,78,78,94,1,0,8,3,1,Tier 2
7.73,1,9,43,95,46,0,1,6,3,1,Tier 2
7.16,0,0,51,83,62,4,1,2,3,1,Tier 2
5.22,4,7,56,88,73,7,0,5,0,0,Not Eligible
5.83,2,6,40,96,92,7,1,9,2,0,Not Eligible
7.23,3,6,56,83,97,5,1,6,3,1,Tier 2
6.05,0,9,41,87,89,2,0,6,1,0,Not Eligible
5.25,4,9,45,49,71,5,1,7,2,0,Not Eligible
9.22,2,9,83,98,60,2,1,5,0,1,Tier 1
9.91,1,3,97,96,99,6,0,3,4,1,Tier 1
8.97,2,5,50,70,45,5,1,3,0,1,Tier 1
9.27,1,8,92,83,55,3,0,5,4,1,Tier 1
6.21,1,2,82,50,74,3,0,4,1,0,Not Eligible
9.8,0,8,57,64,93,5,0,5,4,1,Tier 1
5.98,0,3,79,85,86,2,0,9,5,0,Not Eligible
9.76,2,4,64,93,92,6,0,5,3,1,Tier 1
9.97,4,6,78,91,59,6,0,4,2,1,Tier 1
8.56,2,5,67,84,81,2,1,4,5,1,Tier 1
9.91,3,9,85,73,80,1,0,1,2,1,Tier 1
7.85,1,7,55,98,50,0,1,10,3,1,Tier 2
6.3,1,7,51,59,71,7,0,4,2,0,Not Eligible
7.18,0,7,80,46,53,7,0,4,0,1,Tier 2
7.97,4,2,91,72,63,0,0,9,3,1,Tier 2
5.37,0,9,68,96,83,6,1,4,3,0,Not Eligible
8.11,3,5,62,74,78,4,1,7,2,1,Tier 1
9.91,2,6,60,68,82,0,0,1,5,1,Tier 1
5.95,2,8,55,91,70,4,1,7,4,0,Not Eligible
8.96,4,9,92,51,56,3,0,2,1,1,Tier 1
9.54,0,9,90,44,64,7,0,8,4,1,Tier 1
9.72,0,3,87,51,48,4,1,1,0,1,Tier 1
9.8,3,4,80,68,61,4,0,10,3,1,Tier 1
7.61,2,7,84,74,94,0,0,3,3,1,Tier 2
9.89,0,0,65,59,84,6,1,8,0,1,Tier 1
8.79,4,5,76,76,87,2,0,10,1,1,Tier 1
5.81,2,3,61,99,74,6,0,8,3,0,Not Eligible
7.38,3,4,90,40,76,3,1,5,4,1,Tier 2
8.59,4,4,49,55,94,1,1,5,0,1,Tier 1
6.24,1,1,46,69,56,4,0,8,3,0,Not Eligible
8.2,3,7,48,48,67,4,0,10,4,1,Tier 1
8.33,4,1,64,81,40,5,1,5,0,1,Tier 1
5.81,0,3,85,49,92,4,1,9,0,0,Not Eligible
7.83,1,4,54,52,48,6,0,1,0,1,Tier 2
8.86,3,0,52,87,94,2,1,5,1,1,Tier 1
7.49,0,5,81,59,88,1,1,3,0,1,Tier 2
5.06,1,1,85,68,52,6,1,3,5,0,Not Eligible
5.05,2,4,65,96,86,5,0,2,2,0,Not Eligible
6.79,0,5,60,43,71,6,0,3,2,0,Not Eligible
9.63,4,7,62,85,67,0,0,7,0,1,Tier 1
6.14,3,8,83,88,92,3,0,8,3,0,Not Eligible
8.17,1,5,67,67,70,2,0,8,2,1,Tier 1
6.11,0,4,90,76,47,1,1,8,4,0,Not Eligible
6.61,2,3,77,52,47,3,1,1,4,0,Not Eligible
9.24,3,1,51,96,99,0,1,7,3,1,Tier 1
8.64,3,1,63,42,73,3,0,2,4,1,Tier 1
5.48,0,6,52,76,62,5,0,10,5,0,Not Eligible
7.14,2,4,79,87,49,4,1,4,3,1,Tier 2
5.15,1,6,87,58,76,4,1,5,4,0,Not Eligible
7.4,0,0,41,67,87,2,1,1,0,1,Tier 2
8.31,1,0,93,58,64,3,1,4,4,1,Tier 1
5.59,3,4,78,56,90,6,0,4,0,0,Not Eligible
6.44,1,1,51,57,72,4,0,9,4,0,Not Eligible
6.99,2,7,78,57,84,2,1,9,4,0,Not Eligible
9.6,4,2,90,96,43,2,0,10,4,1,Tier 1
9.97,2,0,53,62,46,5,0,1,0,1,Tier 1
5.22,1,1,69,79,72,2,0,8,4,0,Not Eligible
8.81,0,9,80,89,41,0,0,4,4,1,Tier 1
6.86,3,9,89,48,87,6,1,4,5,0,Not Eligible
6.96,4,6,82,68,85,4,1,5,1,0,Not Eligible
8.77,0,5,87,90,71,4,0,2,0,1,Tier 1
9.59,0,7,58,81,44,1,1,1,5,1,Tier 1
9.75,2,6,70,68,96,0,0,5,2,1,Tier 1
7.89,1,9,82,41,85,4,1,7,3,1,Tier 2
6.79,2,7,89,99,56,5,1,10,1,0,Not Eligible
8.94,1,2,82,56,51,4,1,9,5,1,Tier 1
6.26,2,5,64,96,91,1,1,2,5,0,Not Eligible
7.82,0,6,43,95,51,7,1,8,4,1,Tier 2
6.79,3,9,89,84,74,3,1,7,2,0,Not Eligible
8.28,1,0,90,70,60,3,1,2,2,1,Tier 1
6.2,4,0,52,67,60,0,0,5,4,0,Not Eligible
5.96,4,6,75,82,97,2,1,7,5,0,Not Eligible
9.59,0,2,81,87,41,1,0,3,5,1,Tier 1
5.51,2,2,93,91,92,7,1,2,4,0,Not Eligible
7.53,2,4,76,78,96,1,1,6,1,1,Tier 2
6.1,0,5,42,99,60,7,1,10,0,0,Not Eligible
5.19,4,1,55,69,54,7,0,6,1,0,Not Eligible
5.18,4,2,65,74,50,4,0,4,0,0,Not Eligible
5.88,2,5,79,87,49,5,0,1,2,0,Not Eligible
9.33,1,2,95,90,57,4,0,5,3,1,Tier 1
6.41,3,4,78,59,62,5,0,1,4,0,Not Eligible
9.75,1,8,58,55,70,1,1,8,1,1,Tier 1
7.91,4,2,85,73,93,2,0,2,2,1,Tier 2
7.18,1,5,54,53,94,3,0,9,1,1,Tier 2
7.9,3,4,71,65,95,0,0,9,5,1,Tier 2
7.58,1,4,88,59,65,6,1,3,0,1,Tier 2
8.79,1,5,60,81,92,5,1,6,4,1,Tier 1
6.41,1,5,40,90,41,3,1,9,5,0,Not Eligible
6.77,1,0,45,63,78,0,0,7,0,0,Not Eligible
9.47,0,8,66,82,46,2,1,4,5,1,Tier 1
9.73,4,4,62,57,63,1,0,3,0,1,Tier 1
9.46,3,0,86,82,78,2,1,2,0,1,Tier 1
7.1,4,7,70,48,71,5,1,10,5,1,Tier 2
8.9,0,6,51,58,65,1,1,10,2,1,Tier 1
7.38,0,6,60,59,62,7,1,1,4,1,Tier 2
7.49,0,4,91,81,53,4,1,10,3,1,Tier 2
6.02,0,0,41,69,68,7,0,1,1,0,Not Eligible
7.96,1,8,44,65,64,0,0,4,0,1,Tier 2
5.93,4,8,48,70,95,4,1,4,4,0,Not Eligible
6.66,2,7,59,74,70,1,0,9,1,0,Not Eligible
9.28,3,4,85,42,41,6,1,10,4,1,Tier 1
6.04,0,2,57,95,41,0,1,1,5,0,Not Eligible
5.36,4,7,61,79,62,0,1,4,1,0,Not Eligible
5.35,0,0,47,68,97,4,1,3,4,0,Not Eligible
9.7,0,2,73,45,86,0,1,9,3,1,Tier 1
7.53,0,6,48,91,50,1,1,5,4,1,Tier 2
7.05,0,3,46,40,68,7,1,9,4,1,Tier 2
9.05,0,6,69,91,81,6,0,10,0,1,Tier 1
9.18,3,4,57,63,74,5,0,6,0,1,Tier 1
6.66,4,5,66,77,88,5,1,9,0,0,Not Eligible
8.47,0,6,55,73,48,1,0,1,5,1,Tier 1
8.86,0,9,60,90,71,4,1,4,4,1,Tier 1
8.27,0,6,44,99,69,2,0,4,3,1,Tier 1
5.76,0,6,94,46,54,1,0,10,1,0,Not Eligible
9.38,1,6,68,50,53,5,1,10,0,1,Tier 1
7.7,1,6,86,50,90,1,1,6,2,1,Tier 2
6.41,2,2,76,75,56,0,0,10,4,0,Not Eligible
7.13,0,2,82,59,61,0,1,1,3,1,Tier 2
5.19,2,6,61,55,91,1,0,10,3,0,Not Eligible
5.64,3,1,53,44,69,4,1,5,0,0,Not Eligible
8.83,2,1,96,63,56,2,0,3,5,1,Tier 1
5.0,4,2,58,69,55,0,0,1,0,0,Not Eligible
7.08,1,3,74,69,91,5,0,6,5,1,Tier 2
7.61,1,5,63,78,47,6,1,3,2,1,Tier 2
5.27,0,7,81,96,98,0,0,4,2,0,Not Eligible
9.87,0,9,99,87,78,5,1,9,0,1,Tier 1
6.13,3,9,45,86,70,7,1,2,1,0,Not Eligible
6.52,3,6,99,76,51,7,1,1,0,0,Not Eligible
6.52,4,3,97,72,72,6,1,10,0,0,Not Eligible
6.15,0,1,42,59,97,2,1,6,3,0,Not Eligible
5.01,0,1,73,93,51,6,0,1,0,0,Not Eligible
8.65,3,3,84,61,64,0,1,1,0,1,Tier 1
9.83,3,5,89,80,77,6,1,7,0,1,Tier 1
6.12,3,2,41,97,87,4,0,2,1,0,Not Eligible
8.32,1,5,54,60,57,5,0,4,3,1,Tier 1
8.71,2,4,76,76,58,0,1,4,4,1,Tier 1
9.24,2,4,54,93,94,0,1,2,4,1,Tier 1
7.11,0,1,99,66,42,1,1,6,4,1,Tier 2
6.51,1,7,71,77,74,7,0,10,4,0,Not Eligible
6.63,3,4,60,74,44,4,1,2,3,0,Not Eligible
8.56,0,1,56,77,74,4,1,8,0,1,Tier 1
9.08,1,6,73,79,90,1,0,4,4,1,Tier 1
5.91,4,8,71,99,66,6,0,1,0,0,Not Eligible
6.85,1,8,89,45,76,5,0,7,4,0,Not Eligible
9.51,0,0,86,71,85,3,1,6,1,1,Tier 1
9.03,2,6,91,55,60,2,1,6,0,1,Tier 1
9.92,3,8,62,67,55,7,1,3,3,1,Tier 1
8.77,4,5,74,55,67,4,0,10,5,1,Tier 1
6.97,1,0,76,66,64,7,0,7,1,0,Not Eligible
7.95,0,1,82,92,72,3,1,6,5,1,Tier 2
8.31,0,3,80,42,56,5,0,10,1,1,Tier 1
5.39,3,3,76,88,82,2,0,10,3,0,Not Eligible
7.72,0,1,96,60,69,4,0,9,1,1,Tier 2
8.55,0,7,72,77,80,0,0,3,0,1,Tier 1
5.84,3,1,64,77,92,4,1,3,2,0,Not Eligible
8.9,4,2,85,69,43,2,1,4,2,1,Tier 1
7.92,2,3,76,61,41,6,0,3,4,1,Tier 2
9.76,2,8,79,58,99,3,0,4,4,1,Tier 1
5.21,1,9,60,70,48,7,0,6,0,0,Not Eligible
6.33,4,0,85,59,93,6,0,1,3,0,Not Eligible
8.01,1,7,99,86,70,0,0,2,0,1,Tier 1
6.48,2,4,87,58,64,2,1,10,4,0,Not Eligible
8.57,3,6,77,41,76,5,0,6,1,1,Tier 1
8.8,0,7,79,79,75,6,1,6,5,1,Tier 1
5.51,2,4,73,78,94,2,1,1,0,0,Not Eligible
7.57,4,7,58,66,44,4,0,6,0,1,Tier 2
7.54,2,9,66,47,63,7,1,9,3,1,Tier 2
6.85,4,7,48,84,63,5,0,8,4,0,Not Eligible
9.66,4,8,44,93,68,1,0,10,0,1,Tier 1
9.14,4,1,44,66,89,1,0,5,1,1,Tier 1
8.49,1,2,64,54,84,6,1,4,5,1,Tier 1
8.57,3,0,65,51,70,0,1,6,1,1,Tier 1
7.31,2,3,58,86,76,2,1,5,2,1,Tier 2
9.6,3,4,69,53,97,3,0,6,4,1,Tier 1
8.47,0,0,75,46,95,0,1,10,1,1,Tier 1
8.64,2,7,87,56,58,5,1,3,3,1,Tier 1
9.31,3,1,87,65,62,6,1,7,5,1,Tier 1
6.37,3,0,55,76,74,0,0,8,4,0,Not Eligible
9.04,0,1,46,59,93,6,1,5,1,1,Tier 1
5.98,4,4,57,49,89,4,0,5,0,0,Not Eligible
6.73,2,8,95,58,45,5,1,4,4,0,Not Eligible
6.68,2,8,60,57,45,7,1,10,1,0,Not Eligible
9.89,0,1,70,69,95,3,1,5,0,1,Tier 1
9.28,4,1,40,69,76,2,0,10,2,1,Tier 1
8.51,2,2,42,64,69,5,0,8,5,1,Tier 1
8.64,2,6,70,63,40,2,1,5,4,1,Tier 1
7.81,2,2,64,49,47,2,1,9,4,1,Tier 2
9.74,4,0,92,41,67,0,0,1,1,1,Tier 1
7.48,0,5,47,77,64,4,0,7,2,1,Tier 2
6.9,2,2,40,71,72,0,1,5,3,0,Not Eligible
5.82,3,0,46,74,92,1,1,4,1,0,Not Eligible
